# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B5060	taxonomy
ASV_5516	3.0	5.0	11.0	5.0	7.0	5.0	0.0	2.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	3.0	6.0	0.0	7.0	7.0	0.0	0.0	3.0	7.0	5.0	7.0	3.0	0.0	0.0	9.0	11.0	2.0	10.0	0.0	0.0	0.0	3.0	0.0	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_Syntrophobacterales
ASV_442	0.0	0.0	0.0	4.0	0.0	58.0	0.0	11.0	0.0	0.0	13.0	0.0	0.0	23.0	31.0	11.0	0.0	0.0	0.0	0.0	16.0	10.0	237.0	0.0	0.0	10.0	21.0	0.0	0.0	4.0	118.0	0.0	0.0	30.0	806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales
ASV_1411	0.0	0.0	0.0	0.0	0.0	20.0	52.0	50.0	35.0	34.0	46.0	29.0	0.0	16.0	11.0	45.0	0.0	0.0	0.0	0.0	9.0	22.0	139.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	20.0	0.0	0.0	7.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Sh765B-AG-111; f__Sh765B-AG-111; g__Sh765B-AG-111; s__uncultured_bacterium
ASV_5737	0.0	0.0	0.0	0.0	0.0	15.0	12.0	16.0	5.0	5.0	19.0	20.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	11.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_4008	16.0	16.0	10.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	24.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	2.0	0.0	3.0	0.0	0.0	11.0	0.0	7.0	5.0	0.0	0.0	16.0	19.0	2.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0	0.0	2.0	3.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured; s__uncultured_bacterium
ASV_6842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_organism
ASV_7283	0.0	0.0	0.0	2.0	0.0	4.0	5.0	13.0	3.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	3.0	29.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Sh765B-AG-111; f__Sh765B-AG-111; g__Sh765B-AG-111; s__uncultured_bacterium
ASV_775	38.0	18.0	29.0	8.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	33.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	40.0	17.0	51.0	41.0	73.0	65.0	5.0	92.0	37.0	35.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1
ASV_4772	4.0	5.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	45.0	42.0	17.0	7.0	5.0	2.0	0.0	0.0	4.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__uncultured_Planctomycetaceae
ASV_1936	0.0	0.0	0.0	0.0	0.0	0.0	120.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f; s__uncultured_bacterium
ASV_5785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	22.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	18.0	0.0	2.0	9.0	8.0	5.0	5.0	6.0	0.0	4.0	15.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_Chloroflexi
ASV_2747	6.0	7.0	0.0	3.0	9.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	7.0	0.0	3.0	11.0	5.0	19.0	0.0	36.0	16.0	30.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	13.0	27.0	2.0	d__Bacteria; p__LCP-89; c__LCP-89; o__LCP-89; f__LCP-89; g__LCP-89; s__uncultured_bacterium
ASV_5220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	15.0	0.0	21.0	50.0	23.0	0.0	5.0	26.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Napoli-4B-65; f__Napoli-4B-65; g__Napoli-4B-65; s__uncultured_bacterium
ASV_6650	28.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	5.0	0.0	23.0	9.0	0.0	3.0	0.0	0.0	0.0	6.0	11.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1
ASV_6891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	6.0	6.0	39.0	25.0	0.0	13.0	0.0	0.0	0.0	6.0	3.0	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae
ASV_1215	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	580.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
ASV_7230	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	0.0	9.0	7.0	0.0	0.0	0.0	4.0	11.0	0.0	0.0	0.0	0.0	0.0	5.0	12.0	0.0	3.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	4.0	12.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_2760	0.0	4.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6.0	6.0	0.0	10.0	10.0	5.0	0.0	10.0	4.0	5.0	7.0	18.0	0.0	0.0	23.0	18.0	0.0	62.0	16.0	7.0	0.0	19.0	28.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_archaeon
ASV_7244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	7.0	7.0	0.0	9.0	18.0	0.0	18.0	23.0	5.0	0.0	7.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_5530	0.0	0.0	0.0	0.0	0.0	18.0	2.0	13.0	4.0	3.0	6.0	8.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	22.0	0.0	0.0	10.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	d__Bacteria; p__LCP-89; c__LCP-89; o__LCP-89; f__LCP-89; g__LCP-89; s__uncultured_bacterium
ASV_3250	0.0	8.0	11.0	4.0	2.0	2.0	0.0	4.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	11.0	7.0	7.0	3.0	0.0	0.0	2.0	9.0	7.0	0.0	6.0	4.0	3.0	3.0	8.0	0.0	12.0	19.0	6.0	21.0	34.0	5.0	0.0	19.0	17.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__vadinBA26; f__vadinBA26; g__vadinBA26; s__uncultured_bacterium
ASV_6983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	27.0	0.0	0.0	14.0	11.0	3.0	44.0	2.0	0.0	0.0	4.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured
ASV_642	0.0	0.0	0.0	7.0	0.0	61.0	23.0	41.0	29.0	19.0	45.0	70.0	0.0	47.0	17.0	10.0	0.0	0.0	0.0	0.0	48.0	69.0	254.0	0.0	0.0	45.0	41.0	0.0	0.0	0.0	20.0	0.0	24.0	30.0	78.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	11.0	14.0	0.0	0.0	21.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_5473	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	16.0	16.0	3.0	0.0	10.0	12.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	38.0	7.0	0.0	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium
ASV_4944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	99.0	2.0	3.0	23.0	0.0	0.0	0.0	8.0	10.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured
ASV_5842	26.0	3.0	11.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	2.0	8.0	51.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured; s__uncultured_bacterium
ASV_6770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	8.0	0.0	8.0	0.0	10.0	0.0	0.0	67.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_Chloroflexi
ASV_2830	0.0	18.0	12.0	10.0	16.0	0.0	0.0	5.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	24.0	44.0	17.0	6.0	13.0	59.0	0.0	4.0	5.0	8.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	19.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__Latescibacteria_bacterium
ASV_2297	0.0	0.0	5.0	23.0	6.0	7.0	0.0	0.0	10.0	2.0	2.0	10.0	78.0	13.0	6.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	3.0	3.0	63.0	34.0	6.0	0.0	0.0	18.0	0.0	0.0	16.0	15.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium
ASV_3300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	3.0	2.0	30.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	3.0	3.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	7.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_4266	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	45.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	11.0	7.0	3.0	2.0	0.0	14.0	9.0	15.0	13.0	5.0	0.0	0.0	2.0	11.0	4.0	d__Bacteria; p__Bacteroidota; c__OC31; o__OC31; f__OC31; g__OC31; s__uncultured_bacterium
ASV_2876	25.0	33.0	14.0	17.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	17.0	0.0	0.0	24.0	28.0	21.0	0.0	17.0	6.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_proteobacterium
ASV_2346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0	0.0	0.0	240.0	9.0	2.0	0.0	42.0	33.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
ASV_5278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0	12.0	3.0	10.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	3.0	3.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__uncultured
ASV_5192	0.0	3.0	4.0	10.0	0.0	9.0	0.0	5.0	0.0	0.0	0.0	9.0	36.0	11.0	0.0	0.0	18.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	4.0	8.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_7584	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	9.0	3.0	4.0	4.0	10.0	5.0	0.0	6.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans
ASV_1311	20.0	3.0	0.0	3.0	19.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	36.0	2.0	0.0	4.0	17.0	11.0	0.0	0.0	16.0	13.0	16.0	2.0	51.0	0.0	0.0	102.0	38.0	5.0	174.0	0.0	0.0	0.0	31.0	21.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__uncultured; s__uncultured_bacterium
ASV_3155	12.0	39.0	30.0	18.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	8.0	15.0	7.0	3.0	27.0	9.0	10.0	19.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__uncultured_prokaryote
ASV_6053	18.0	14.0	9.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	12.0	27.0	11.0	0.0	6.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_6772	0.0	0.0	6.0	3.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	20.0	3.0	0.0	0.0	12.0	0.0	14.0	9.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Subgroup_21; o__Subgroup_21; f__Subgroup_21; g__Subgroup_21; s__uncultured_bacterium
ASV_2595	0.0	0.0	6.0	0.0	0.0	8.0	0.0	3.0	0.0	3.0	9.0	10.0	0.0	9.0	5.0	0.0	2.0	0.0	0.0	0.0	5.0	7.0	8.0	0.0	10.0	59.0	13.0	0.0	0.0	2.0	0.0	0.0	4.0	14.0	13.0	0.0	8.0	5.0	0.0	0.0	10.0	0.0	19.0	40.0	32.0	0.0	3.0	6.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_426	21.0	21.0	15.0	13.0	51.0	23.0	16.0	23.0	10.0	32.0	18.0	14.0	27.0	10.0	17.0	13.0	17.0	19.0	7.0	8.0	31.0	36.0	180.0	19.0	9.0	19.0	15.0	103.0	58.0	56.0	35.0	27.0	24.0	22.0	54.0	13.0	13.0	9.0	61.0	63.0	53.0	20.0	17.0	15.0	8.0	12.0	18.0	73.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
ASV_5721	0.0	2.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	31.0	18.0	6.0	8.0	0.0	0.0	13.0	14.0	3.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02; s__uncultured_bacterium
ASV_434	56.0	187.0	175.0	181.0	0.0	7.0	0.0	5.0	3.0	0.0	0.0	5.0	46.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	65.0	89.0	55.0	15.0	80.0	42.0	77.0	40.0	19.0	59.0	33.0	9.0	7.0	10.0	0.0	0.0	10.0	44.0	3.0	27.0	6.0	0.0	0.0	29.0	31.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1-7
ASV_4313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	12.0	13.0	3.0	10.0	16.0	26.0	0.0	38.0	33.0	6.0	0.0	12.0	7.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_248	0.0	0.0	31.0	0.0	95.0	32.0	0.0	0.0	37.0	53.0	66.0	50.0	0.0	0.0	0.0	0.0	32.0	59.0	0.0	0.0	51.0	63.0	270.0	0.0	29.0	25.0	20.0	197.0	96.0	73.0	86.0	52.0	60.0	62.0	129.0	31.0	0.0	0.0	108.0	84.0	85.0	52.0	55.0	0.0	33.0	0.0	76.0	95.0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
ASV_2679	0.0	2.0	0.0	14.0	15.0	4.0	9.0	11.0	0.0	0.0	5.0	4.0	56.0	20.0	14.0	2.0	5.0	6.0	2.0	0.0	25.0	2.0	18.0	17.0	16.0	26.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera
ASV_2370	0.0	4.0	0.0	4.0	0.0	15.0	0.0	6.0	13.0	12.0	22.0	5.0	47.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	7.0	4.0	10.0	5.0	6.0	0.0	0.0	0.0	16.0	0.0	0.0	22.0	100.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__uncultured; s__uncultured_soil
ASV_2450	28.0	32.0	25.0	10.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	47.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	13.0	0.0	3.0	21.0	21.0	18.0	9.0	15.0	12.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	12.0	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_6756	10.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	12.0	4.0	5.0	6.0	6.0	0.0	0.0	10.0	0.0	13.0	13.0	0.0	0.0	8.0	3.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_13; f__Subgroup_13; g__Subgroup_13
ASV_925	50.0	56.0	22.0	41.0	11.0	10.0	0.0	2.0	4.0	10.0	0.0	60.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	77.0	42.0	15.0	24.0	71.0	74.0	0.0	40.0	56.0	29.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	9.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
