# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060	taxonomy
ASV_1806	8.0	104.0	19.0	23.0	0.0	18.0	0.0	0.0	28.0	17.0	13.0	15.0	34.0	23.0	11.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	36.0	94.0	127.0	36.0	0.0	0.0	96.0	24.0	0.0	61.0	72.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__AB-539-J10; g__SCGC-AB-539-J10; s__uncultured_Chloroflexi
ASV_3935	0.0	27.0	18.0	7.0	29.0	2.0	0.0	0.0	2.0	8.0	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	5.0	0.0	30.0	0.0	6.0	4.0	15.0	0.0	0.0	0.0	44.0	16.0	36.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	3.0	17.0	11.0	9.0	6.0	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Nitrospirae
ASV_6460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_5932	6.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	15.0	15.0	4.0	5.0	0.0	42.0	0.0	32.0	0.0	9.0	6.0	18.0	20.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	41.0	3.0	0.0	0.0	11.0	0.0	0.0	0.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_bacterium
ASV_5094	0.0	0.0	0.0	0.0	8.0	9.0	0.0	7.0	12.0	12.0	7.0	9.0	0.0	22.0	14.0	9.0	6.0	0.0	0.0	11.0	5.0	6.0	3.0	11.0	0.0	9.0	17.0	16.0	0.0	0.0	9.0	6.0	0.0	13.0	17.0	27.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	8.0	15.0	3.0	0.0	3.0	12.0	2.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f
ASV_3443	0.0	0.0	0.0	0.0	0.0	53.0	33.0	29.0	12.0	19.0	33.0	20.0	0.0	81.0	21.0	8.0	0.0	0.0	9.0	0.0	19.0	23.0	27.0	46.0	0.0	0.0	3.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	7.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__AB-539-J10; g__SCGC-AB-539-J10; s__uncultured_Chloroflexi
ASV_2408	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	2.0	2.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	20.0	0.0	0.0	0.0	7.0	96.0	0.0	0.0	4.0	0.0	27.0	383.0	59.0	0.0	3.0	8.0	25.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Sulfurifustis; s__uncultured_proteobacterium
ASV_822	0.0	46.0	54.0	89.0	40.0	43.0	5.0	6.0	101.0	13.0	24.0	35.0	7.0	37.0	34.0	12.0	2.0	6.0	5.0	0.0	13.0	13.0	17.0	18.0	6.0	10.0	70.0	39.0	0.0	0.0	41.0	19.0	8.0	10.0	43.0	0.0	39.0	87.0	46.0	4.0	56.0	159.0	6.0	211.0	175.0	12.0	0.0	12.0	33.0	25.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_1108	100.0	116.0	113.0	64.0	62.0	6.0	0.0	4.0	0.0	3.0	3.0	19.0	23.0	2.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	19.0	13.0	12.0	218.0	71.0	69.0	9.0	104.0	64.0	73.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__uncultured; g__uncultured; s__uncultured_Rhodospirillales
ASV_99	0.0	0.0	0.0	3.0	0.0	167.0	384.0	449.0	287.0	230.0	688.0	252.0	0.0	626.0	764.0	338.0	11.0	138.0	117.0	27.0	755.0	807.0	469.0	2393.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	13.0	0.0	6.0	108.0	176.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_3824	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	11.0	14.0	16.0	0.0	0.0	11.0	0.0	13.0	15.0	7.0	0.0	34.0	13.0	12.0	32.0	15.0	9.0	11.0	34.0	38.0	0.0	25.0	59.0	20.0	20.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_2840	0.0	0.0	0.0	0.0	0.0	49.0	13.0	49.0	31.0	18.0	19.0	12.0	0.0	37.0	38.0	17.0	0.0	0.0	3.0	0.0	47.0	26.0	21.0	118.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	0.0	3.0	19.0	31.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia
ASV_3661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	147.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas
ASV_5122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	92.0	185.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f; s__uncultured_bacterium
ASV_4424	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	360.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
ASV_4716	7.0	117.0	19.0	14.0	22.0	9.0	0.0	6.0	2.0	0.0	0.0	10.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	40.0	20.0	9.0	0.0	0.0	2.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_archaeon
ASV_453	50.0	46.0	26.0	41.0	106.0	47.0	47.0	32.0	34.0	71.0	47.0	21.0	44.0	22.0	41.0	55.0	57.0	80.0	35.0	30.0	70.0	83.0	46.0	196.0	39.0	21.0	45.0	47.0	131.0	87.0	123.0	37.0	69.0	44.0	38.0	54.0	39.0	36.0	54.0	103.0	66.0	54.0	48.0	33.0	52.0	10.0	45.0	43.0	74.0	111.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
ASV_4793	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	14.0	5.0	5.0	0.0	11.0	5.0	0.0	10.0	8.0	4.0	2.0	22.0	17.0	3.0	38.0	43.0	15.0	17.0	19.0	19.0	0.0	17.0	27.0	6.0	5.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium
ASV_4422	0.0	6.0	16.0	17.0	0.0	4.0	0.0	7.0	11.0	0.0	0.0	6.0	54.0	27.0	10.0	3.0	55.0	0.0	7.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	2.0	16.0	44.0	0.0	6.0	30.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Gemmatimonadota; c__MD2902-B12; o__MD2902-B12; f__MD2902-B12; g__MD2902-B12; s__uncultured_bacterium
ASV_5242	0.0	3.0	0.0	10.0	13.0	4.0	0.0	9.0	10.0	10.0	14.0	16.0	15.0	5.0	5.0	6.0	6.0	2.0	0.0	0.0	3.0	3.0	12.0	3.0	4.0	13.0	9.0	12.0	0.0	0.0	2.0	0.0	2.0	4.0	5.0	4.0	0.0	10.0	0.0	0.0	23.0	14.0	0.0	25.0	21.0	0.0	0.0	0.0	8.0	5.0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__uncultured; s__uncultured_bacterium
ASV_7165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	19.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Modulibacteria; c__Moduliflexia; o__Moduliflexales; f__Moduliflexaceae; g__Moduliflexaceae; s__uncultured_bacterium
ASV_5721	0.0	0.0	0.0	0.0	0.0	11.0	62.0	43.0	0.0	4.0	16.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	10.0	12.0	21.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485
ASV_7113	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	9.0	5.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	16.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	17.0	70.0	0.0	0.0	0.0	69.0	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__Sumerlaea
ASV_5630	0.0	0.0	0.0	0.0	0.0	14.0	12.0	6.0	36.0	31.0	20.0	37.0	0.0	4.0	29.0	4.0	0.0	0.0	0.0	0.0	18.0	5.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	30.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium
ASV_7054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Rheinheimera
ASV_3649	21.0	35.0	46.0	8.0	42.0	0.0	0.0	0.0	0.0	29.0	6.0	6.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	5.0	19.0	2.0	5.0	12.0	0.0	0.0	6.0	0.0	9.0	15.0	18.0	2.0	39.0	0.0	0.0	0.0	0.0	36.0	45.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1-7
ASV_2744	0.0	0.0	0.0	12.0	2.0	34.0	0.0	18.0	28.0	26.0	17.0	41.0	10.0	20.0	17.0	10.0	13.0	0.0	5.0	0.0	5.0	7.0	24.0	27.0	0.0	20.0	24.0	41.0	0.0	0.0	0.0	8.0	0.0	17.0	16.0	22.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	7.0	49.0	24.0	0.0	0.0	12.0	17.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_Chloroflexi
ASV_2690	0.0	69.0	22.0	40.0	0.0	13.0	0.0	8.0	5.0	0.0	0.0	6.0	65.0	17.0	0.0	9.0	40.0	9.0	11.0	29.0	3.0	0.0	7.0	0.0	18.0	28.0	39.0	19.0	0.0	0.0	19.0	11.0	0.0	7.0	10.0	0.0	11.0	3.0	17.0	0.0	6.0	5.0	8.0	5.0	23.0	2.0	0.0	3.0	11.0	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae; g__uncultured; s__uncultured_soil
ASV_1022	11.0	5.0	7.0	5.0	11.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	12.0	7.0	341.0	11.0	5.0	0.0	38.0	5.0	16.0	5.0	160.0	2.0	0.0	616.0	13.0	3.0	77.0	3.0	5.0	3.0	43.0	20.0	7.0	5.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13
ASV_1480	0.0	12.0	40.0	61.0	0.0	63.0	46.0	41.0	0.0	0.0	2.0	5.0	4.0	67.0	73.0	44.0	54.0	88.0	191.0	37.0	12.0	0.0	0.0	78.0	0.0	0.0	19.0	15.0	0.0	0.0	0.0	26.0	0.0	13.0	50.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_delta
ASV_2974	0.0	0.0	0.0	0.0	0.0	7.0	17.0	13.0	21.0	10.0	15.0	9.0	0.0	7.0	47.0	13.0	2.0	20.0	9.0	0.0	15.0	5.0	15.0	34.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	14.0	0.0	0.0	11.0	21.0	0.0	24.0	71.0	0.0	0.0	13.0	0.0	32.0	36.0	18.0	0.0	0.0	0.0	13.0	d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_delta
ASV_2012	0.0	11.0	6.0	10.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	14.0	9.0	0.0	18.0	2.0	0.0	4.0	9.0	5.0	3.0	0.0	49.0	66.0	7.0	77.0	18.0	29.0	200.0	55.0	8.0	3.0	70.0	51.0	36.0	3.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j
ASV_6850	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	27.0	10.0	0.0	0.0	28.0	3.0	20.0	0.0	12.0	0.0	0.0	26.0	0.0	0.0	11.0	0.0	0.0	0.0	38.0	36.0	9.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_bacterium
ASV_2531	0.0	6.0	49.0	48.0	6.0	47.0	0.0	14.0	9.0	5.0	4.0	9.0	31.0	17.0	0.0	2.0	59.0	28.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	0.0	0.0	13.0	0.0	8.0	7.0	9.0	0.0	0.0	59.0	0.0	0.0	24.0	0.0	19.0	78.0	10.0	0.0	5.0	13.0	21.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_4719	0.0	2.0	3.0	0.0	4.0	4.0	14.0	13.0	15.0	5.0	7.0	3.0	0.0	7.0	7.0	23.0	0.0	26.0	7.0	12.0	20.0	9.0	9.0	24.0	0.0	0.0	15.0	0.0	5.0	3.0	5.0	13.0	2.0	3.0	5.0	17.0	6.0	3.0	6.0	14.0	3.0	7.0	0.0	0.0	9.0	3.0	0.0	3.0	10.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia
ASV_4245	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	128.0	35.0	25.0	0.0	0.0	47.0	4.0	0.0	69.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__ER-E4-17; f__ER-E4-17; g__ER-E4-17; s__uncultured_bacterium
ASV_4999	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	4.0	92.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	64.0	5.0	5.0	16.0	0.0	0.0	0.0	0.0	27.0	35.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Run-SP154; f__Run-SP154; g__Run-SP154; s__uncultured_gamma
ASV_2824	233.0	132.0	34.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0	4.0	29.0	46.0	6.0	0.0	28.0	12.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium
ASV_1054	94.0	10.0	7.0	6.0	4.0	0.0	0.0	0.0	57.0	388.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	8.0	13.0	20.0	24.0	63.0	6.0	0.0	35.0	177.0	123.0	18.0	40.0	3.0	0.0	0.0	71.0	16.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira
ASV_1564	390.0	251.0	288.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	45.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ectothiorhodospirales; f__Thioalkalispiraceae; g__Thioalkalispira-Sulfurivermis; s__uncultured_bacterium
ASV_6322	0.0	0.0	0.0	0.0	0.0	12.0	30.0	35.0	12.0	10.0	19.0	7.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	13.0	20.0	16.0	12.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_6412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured
ASV_2609	224.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	2.0	4.0	8.0	317.0	4.0	0.0	21.0	6.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_proteobacterium
ASV_1795	80.0	21.0	22.0	20.0	75.0	3.0	0.0	2.0	0.0	33.0	13.0	0.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	94.0	25.0	7.0	14.0	0.0	29.0	16.0	4.0	52.0	33.0	49.0	7.0	0.0	4.0	0.0	0.0	0.0	2.0	105.0	18.0	5.0	0.0	56.0	57.0	4.0	4.0	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira
ASV_4413	46.0	27.0	7.0	10.0	8.0	2.0	0.0	0.0	0.0	22.0	7.0	4.0	29.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	41.0	27.0	17.0	35.0	0.0	0.0	51.0	0.0	7.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1-7; s__uncultured_bacterium
ASV_3885	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	25.0	5.0	19.0	28.0	0.0	24.0	11.0	0.0	16.0	0.0	5.0	0.0	12.0	16.0	23.0	55.0	0.0	0.0	29.0	28.0	0.0	0.0	0.0	24.0	0.0	13.0	30.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9; s__uncultured_prokaryote
ASV_262	0.0	0.0	0.0	0.0	5.0	134.0	306.0	384.0	319.0	226.0	315.0	231.0	0.0	40.0	304.0	119.0	0.0	247.0	191.0	12.0	294.0	245.0	206.0	469.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	252.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales
ASV_3398	41.0	6.0	12.0	6.0	30.0	0.0	0.0	0.0	7.0	41.0	11.0	10.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	50.0	0.0	5.0	11.0	0.0	7.0	2.0	0.0	21.0	15.0	20.0	0.0	27.0	13.0	4.0	20.0	19.0	0.0	38.0	0.0	20.0	0.0	7.0	10.0	4.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured
ASV_4344	0.0	0.0	0.0	3.0	12.0	0.0	0.0	2.0	0.0	107.0	15.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	29.0	0.0	2.0	5.0	0.0	0.0	2.0	0.0	3.0	17.0	15.0	7.0	13.0	3.0	0.0	21.0	9.0	17.0	24.0	12.0	3.0	0.0	7.0	19.0	5.0	6.0	d__Bacteria; p__Bacteroidota; c__OC31; o__OC31; f__OC31; g__OC31; s__uncultured_bacterium
ASV_5455	0.0	0.0	0.0	0.0	0.0	16.0	11.0	32.0	20.0	4.0	7.0	0.0	0.0	25.0	13.0	4.0	0.0	12.0	9.0	0.0	2.0	5.0	2.0	32.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria; s__uncultured_bacterium
