#OTU ID	description	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
PWY-5656	mannosylglycerate biosynthesis I	0	17.9909454940357	0	0	31.9762035815191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.8980724966818	0	0	19.9852811639511	0	29.9727396211048	19.9898857327703	0	27.9780841690535	9.99631712788745	15.9928021183287	5.99858998281359	19.9879552517176	25.9750481503209	0	7.99866007819086	41.9448970011893	0	59.8858249214021	13.9915666846615	0	0	81.718564074666	109.584635477368	19.9901956399594	7.99794589963287
PWY-5659	GDP-mannose biosynthesis	182127.782404268	225035.509565469	156251.799804441	166085.199741182	181786.134923158	233224.692517476	174048.595473325	205858.066038903	192643.913784416	177319.909910165	236023.087813391	158407.706810096	153184.549962471	184115.983839926	187724.508109416	141913.002155733	121995.660082171	156637.91964309	131800.378171911	113185.568016517	224099.843037314	192045.133590881	135551.298083154	563332.195169635	221259.954842281	138606.828399403	201634.436059653	204730.065521971	178579.920245136	150432.757261414	213822.591714873	102962.775871819	180177.891752862	162383.30765697	296202.780044295	237600.7998134	201390.48309812	187743.330621359	172053.740308707	222646.027564735	189160.183154556	167471.011285304	199816.902357075	186482.177981315	230890.716477869	72067.0378245826	137096.028490238	195054.614802226	220501.128806087	163704.975311116
PWY-5667	CDP-diacylglycerol biosynthesis I	215028.662711374	256732.916228095	183857.68897012	192468.973893795	208057.181536543	259987.974212591	190575.276413193	224788.04332213	207204.03563972	201374.217189574	264558.949932387	176426.465923861	174506.372007247	211136.028852588	240350.729500837	156735.342324857	140842.547845939	177048.63096354	147341.254185044	111726.941022308	248165.50925955	212154.395423784	154349.465617256	691210.474321418	257345.175221529	157458.949503058	230201.749109287	233828.703725671	205960.410075114	173617.721439425	246625.928155237	116681.795487842	208292.791750476	189906.538793598	357870.540527662	275367.619669571	229323.24759218	210686.134046538	192460.721106683	252736.446833227	212930.022228297	187889.983879317	223592.270789228	209350.991475153	262503.729764483	79692.9317089053	156028.691548401	221719.734074618	247011.734841016	183110.023810802
PWY-5676	acetyl-CoA fermentation to butanoate II	18304.6926759918	25253.3117761526	25442.4623554759	18327.2921567923	35328.935986312	16581.5018373553	13404.9823432943	9393.11806208108	8500.07438353859	20597.1894929743	20646.4692638528	8924.9776714376	16195.7205265732	12828.2565969997	20101.7728709785	9414.67725040717	21592.4488316675	20199.7066667973	12179.0539016822	11866.639950152	12059.7980844556	12737.3993964731	11536.919157875	55364.9415576202	29798.4343744908	11820.4920316166	19023.2186415286	15496.894626291	34920.4767845549	27321.3930300367	32343.8668977301	14927.7945066	27209.3898034472	20106.0651280495	28438.0844009007	20860.5922366703	28089.4426709407	23672.2018630805	22988.0762889856	40052.0171674095	24994.8596361925	19686.749240414	29276.8645306783	18827.4007167409	22801.5427812707	5080.33861368459	17711.3837501307	22504.2141987419	29184.6065130968	21626.6057263583
PWY-5677	succinate fermentation to butanoate	11846.0165319654	16798.685895608	12233.0806452601	11352.2773164348	22711.9362236029	13508.4126945721	14128.3300457914	9057.53073407411	7648.7145469468	15535.5992245657	17555.9111997228	7529.40410516003	12323.695394429	9074.61782610399	14061.1064726474	10364.5862002768	16824.2316495167	15536.0857938351	9461.5541175614	11403.4099505489	13950.5025711014	14639.3962933994	8714.58468288586	40154.6760670433	14264.5770418324	8722.37147642417	13441.0567177941	11540.9827080056	12209.0190452131	17018.4787011189	23434.3665865231	10309.6113197365	18337.3304511738	13634.7822714402	17000.9594634024	13618.2604538647	16795.6894766437	12446.6392636168	17387.1589705319	23309.9366567097	17431.4240034102	14061.0352075732	18559.9294726946	10532.9768071262	13780.6535863264	4121.11959978476	12171.7866476385	14830.0510530818	22011.2142568515	17243.8607665688
PWY-5686	UMP biosynthesis	196126.010289207	232151.377129192	165505.163035111	172837.508566577	187204.14710181	237335.432002435	176773.615012771	209648.17653628	195215.323852872	183270.826678702	240802.948206439	161650.109671527	155907.133103281	193214.051666731	216893.342976126	144897.59658086	126624.351362949	163939.315587158	135390.35177867	111957.575506607	227322.336531882	195000.716046811	140849.546698627	633099.008221638	232478.799140064	142142.693211465	205883.807682671	210907.373162535	187459.557687365	158508.676566511	222205.358778106	105597.361570956	187755.762242238	170488.893244457	319054.239348983	254820.749389295	207091.177724052	191953.142330655	175450.91784645	226317.597247567	191289.684800089	171066.729287015	202317.242675059	189113.503834866	237559.195876844	73095.9335668382	142556.363710978	200487.683730188	223339.277612012	166117.163754728
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	135720.680629332	165080.135746177	118651.25820577	132583.973571981	152704.581558454	158070.912494084	125554.826855335	127606.708166226	123317.298514391	132412.364228955	166055.848867049	108896.297969076	119917.565649514	127674.737069814	162036.246518724	99857.917867671	110286.95613594	123896.985881783	91667.1911425969	65360.9926805473	152227.586690747	134520.079152358	96451.5604870174	480446.296060356	162981.410743853	102063.372686795	153408.2737374	148581.678480243	153524.944317656	124245.702274063	168172.837702768	78772.0040175799	144182.851130342	120735.099525045	202968.714266306	150341.600196734	156002.013337764	135684.081563729	129764.317775801	182446.304721882	149528.666658768	127210.26828325	146229.164009976	132881.965372686	166007.42701823	47332.7009088341	109880.347765396	146228.711194387	172545.789853626	128323.30345173
PWY-5705	allantoin degradation to glyoxylate III	15515.2861762378	15172.6134896002	11096.3522476458	11230.1037560403	31493.6362287301	14122.7291686844	13952.5184634868	9217.34978844743	7830.83751157141	17870.6775092858	18592.1944320203	7937.56209076187	14082.5658345118	11086.4027958338	16200.252867209	10922.8115108926	19586.8559743443	16695.456609109	10063.6582576473	12284.5028711048	14211.7004352432	15013.9111392972	9332.54280333511	52771.6522609923	16391.8809467657	9425.55024240696	13704.7589146517	13008.8142057803	32298.5607837157	22268.5663171306	26764.6598455378	10306.6079796946	22492.3861989864	15433.3222946888	19797.8034019622	17594.7574460897	19816.814109009	14846.3478879797	21148.5834553073	32413.5656356944	19633.5543812571	16068.7648186244	19056.8992878868	11926.5233938527	14535.5172015321	4130.93082619676	14901.1503849694	15384.9823308751	26344.2975011629	19396.809171094
PWY-5741	ethylmalonyl-CoA pathway	7910.36264770799	8441.92292905862	4858.20152626294	2838.47598216301	5899.5266336633	1084.13694786289	601.281153810085	797.89438005841	781.843811168869	3600.78999114655	2792.21286792302	922.504573340923	5872.67775719346	4155.46726052573	6200.69495515997	585.854627262464	1124.81702161002	621.234002850479	628.998017317611	420.710611050318	822.203260275974	722.088534150442	1212.2422837788	5746.56551407312	8482.13792795028	3699.2036108263	2617.05969465793	2242.6403928501	6745.8855324109	3129.13158752319	4006.44836443791	1072.55953653996	4588.6556898238	3803.88974531313	7428.67570109772	2009.29332907464	17187.5412961587	17978.5816393113	6566.81644509052	19671.8278088543	13034.9073721269	8302.20475936293	14647.6906543343	13680.5750907527	12003.1012866517	1014.72770360939	9103.60572158936	12583.5041156246	11302.0338695372	4770.81215954626
PWY-5747	2-methylcitrate cycle II	43423.2417367295	30197.3904416693	25297.3111765845	22397.6622557448	46332.7520435254	20857.8515883378	19332.6051068445	13081.817527212	12697.4054826089	29157.8065361466	27381.2348000664	12131.0841758492	20594.6983199997	18109.5951512264	54243.9630080628	15486.0532303782	24216.2688472291	21763.9530664835	13000.486461635	18732.3606356215	20798.9347414106	21171.3663058028	17954.9342626863	145523.717451224	41891.8554997053	17302.1102097472	21950.772852486	20378.4320708237	49271.6488384563	37399.316004868	40117.9810831339	13656.3750134163	39584.782075835	29501.1378933527	55595.732399885	40683.6421615551	33624.1206006397	22191.8278186876	27959.8385937824	47235.9747654713	29249.3561910201	24098.9973017814	36240.9627244709	18643.2948457969	25761.6946112539	6339.83541697083	24326.9957347442	28372.5821509843	33211.0224814353	25256.9034995102
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	27017.5283624417	26436.7348224592	20549.8122969989	28738.3224392627	59383.6484919651	31105.5310855924	36312.9643409801	20680.3190712352	19178.626989172	37484.1551373995	41219.2708023006	19069.7346918256	27065.3285814518	24926.9413809716	53292.0212791892	24997.2726225126	44539.4235506797	38884.387476323	23043.6546476738	21355.694382065	32998.3274661494	35315.6888713758	20949.5164090172	137379.415254838	30738.8209566187	17780.2970736123	30591.9633554188	26567.9475957094	62299.4143376337	43513.9620207079	48760.6023660775	18979.9553053238	41499.6088763416	28271.5986648555	38229.936613718	29064.8179754378	37844.1308920055	27201.386110737	41130.852894301	62748.2364960453	40908.1961928707	33879.6241588948	32959.3119945522	23542.4323281901	34077.632574388	8996.00372707102	27326.0814024938	29118.6351154099	49200.6522000431	38861.4043441892
PWY-5838	superpathway of menaquinol-8 biosynthesis I	46914.5948165832	54804.330150209	41606.2513805957	55786.3768215143	85469.9650948215	69584.1925081292	69507.7591812829	50806.1682343061	47401.6277210918	69189.0592205568	84822.157084551	43970.5662977658	51904.0747969843	56536.8037931328	95377.2968642168	51350.5664519303	64117.6121615619	68154.0558689815	47984.7574659953	42011.8632785947	72739.5788450895	71806.1624754057	45504.4118219165	260230.439075242	60477.5918209378	37590.2424892006	64588.5100677603	58981.7602958284	84587.5227909814	65051.3670743703	82120.4581220031	36566.7307427608	68510.5858636359	53917.0383626605	84877.7100958741	66761.2398805868	66149.8442789512	53855.5065816907	69610.5169435283	96206.8903604769	70235.3649506053	61190.097544844	62157.1307395029	50066.232852413	71715.1120762668	20196.357027128	45973.9141499924	56208.8463812115	82574.3054949737	65414.7704392709
PWY-5840	superpathway of menaquinol-7 biosynthesis	46323.7075719407	53859.9223905575	40949.5369142689	54717.5132022972	85516.878276485	68041.649048916	68697.4554290689	49599.8957738552	46270.2200504819	68195.0651598528	83358.1595030931	42980.8456086734	51014.4720137931	55129.3935188509	91208.2721727531	50448.2985994773	64412.3172384218	67427.3444704619	47029.8751514812	40853.4710026575	71310.1354926648	70572.356964633	44759.6345947273	254441.55608983	59552.9219773049	36913.869071282	63345.9597452324	57681.1691288719	84847.7375761042	64887.9449702633	81405.5541793606	36144.8821865282	67886.1199777204	53078.7543401464	82655.7902135119	65116.1243455958	65064.6130739267	52594.0759559209	68807.8001669502	95530.4543840115	69192.7302946484	60302.5846280678	61114.0134952441	48876.885783714	70124.4178692789	19715.2121925193	45330.6806431806	54976.344009415	81475.6200576284	64636.968440102
PWY-5845	superpathway of menaquinol-9 biosynthesis	33769.041530567	36109.419663524	29223.7835748405	43151.5884949681	67126.5989611968	46981.6735876936	46448.9467560965	32005.26773435	29461.60375254	50877.7760495048	59074.5939682133	28220.7815272796	34570.7066813838	34794.160223631	63242.1298910155	34560.8947232766	48902.1546063442	47049.9967036047	31358.9232452474	34075.8947568713	47747.4956293572	49466.5292182231	30223.8774061169	206438.723963817	41696.3030426173	24935.3405502786	44217.9624049279	38758.6594701799	69988.0692808202	50502.0485789525	60329.6126224121	25604.9683953481	50968.3924509362	38323.5468255387	60126.0402846247	43565.8560645568	48637.8639262604	37935.5598650407	51470.2277482827	75428.8798630911	51577.2773815384	43868.6283467877	45647.7365190473	32794.4841195572	47953.8310089188	13671.0462318599	33276.7888242899	39220.2393961632	60949.3203798618	48787.2120276256
PWY-5850	superpathway of menaquinol-6 biosynthesis I	33769.041530567	36109.419663524	29223.7835748405	43151.5884949681	67126.5989611968	46981.6735876936	46448.9467560965	32005.26773435	29461.60375254	50877.7760495048	59074.5939682133	28220.7815272796	34570.7066813838	34794.160223631	63242.1298910155	34560.8947232766	48902.1546063442	47049.9967036047	31358.9232452474	34075.8947568713	47747.4956293572	49466.5292182231	30223.8774061169	206438.723963817	41696.3030426173	24935.3405502786	44217.9624049279	38758.6594701799	69988.0692808202	50502.0485789525	60329.6126224121	25604.9683953481	50968.3924509362	38323.5468255387	60126.0402846247	43565.8560645568	48637.8639262604	37935.5598650407	51470.2277482827	75428.8798630911	51577.2773815384	43868.6283467877	45647.7365190473	32794.4841195572	47953.8310089188	13671.0462318599	33276.7888242899	39220.2393961632	60949.3203798618	48787.2120276256
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	110415.670096877	126195.3628729	92521.5736920396	84657.15858414	93337.3338425323	78703.905413479	55589.8715004985	58046.6992864153	50967.5022719586	76411.1487133129	81845.4284289097	52706.600120713	75225.0978028927	66575.0943691847	115960.686576084	44079.9430820518	49218.4522717048	56497.8729688967	35600.1192704057	33906.9564254866	63536.9514704701	56561.4176563222	48250.3088568447	272641.648913004	133448.692359103	73161.8095782457	85731.3069920712	87802.1555066816	94460.5846663564	81939.1843237971	117998.435789112	41826.8244134658	99741.3158294256	94021.7076811487	160722.975078411	98356.4537333875	103502.125832374	86813.9466167648	74789.0324448376	109911.20523884	87012.6919330989	75348.5100474032	107703.522245076	89047.5248701754	97460.3774969757	25328.3781923031	70270.8970756573	99672.8768679677	102102.127598619	71043.2078859674
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	110415.670096877	126195.3628729	92521.5736920396	84657.15858414	93337.3338425323	78703.905413479	55589.8715004985	58046.6992864153	50967.5022719586	76411.1487133129	81845.4284289097	52706.600120713	75225.0978028927	66575.0943691847	115960.686576084	44079.9430820518	49218.4522717048	56497.8729688967	35600.1192704057	33906.9564254866	63536.9514704701	56561.4176563222	48250.3088568447	272641.648913004	133448.692359103	73161.8095782457	85731.3069920712	87802.1555066816	94460.5846663564	81939.1843237971	117998.435789112	41826.8244134658	99741.3158294256	94021.7076811487	160722.975078411	98356.4537333875	103502.125832374	86813.9466167648	74789.0324448376	109911.20523884	87012.6919330989	75348.5100474032	107703.522245076	89047.5248701754	97460.3774969757	25328.3781923031	70270.8970756573	99672.8768679677	102102.127598619	71043.2078859674
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	110415.670096877	126195.3628729	92521.5736920396	84657.15858414	93337.3338425323	78703.905413479	55589.8715004985	58046.6992864153	50967.5022719586	76411.1487133129	81845.4284289097	52706.600120713	75225.0978028927	66575.0943691847	115960.686576084	44079.9430820518	49218.4522717048	56497.8729688967	35600.1192704057	33906.9564254866	63536.9514704701	56561.4176563222	48250.3088568447	272641.648913004	133448.692359103	73161.8095782457	85731.3069920712	87802.1555066816	94460.5846663564	81939.1843237971	117998.435789112	41826.8244134658	99741.3158294256	94021.7076811487	160722.975078411	98356.4537333875	103502.125832374	86813.9466167648	74789.0324448376	109911.20523884	87012.6919330989	75348.5100474032	107703.522245076	89047.5248701754	97460.3774969757	25328.3781923031	70270.8970756573	99672.8768679677	102102.127598619	71043.2078859674
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	24214.2449066186	25453.7463641577	20808.1140841012	31497.9262334915	53486.6026933734	33687.3551172287	34462.5381046807	22539.7840757397	20736.7008494118	38112.6746287748	43408.4454281014	20023.9432143647	24981.7047036417	24786.8578448387	47479.925619273	25336.9559636894	39348.2741033548	35488.6285874749	22958.9444888164	25958.1607978781	34509.8773767496	36559.5262015637	21906.2778314038	158057.30890139	29739.3290273475	17683.8043673268	31809.0424815189	27571.1539277937	57380.8818338887	39251.2089121812	45009.5474140887	18752.1848831339	38199.4037132398	27861.7945291656	43005.0986472883	31009.7467406625	35646.9167062561	27226.9578569815	38960.5022968582	58588.5526534307	38366.3165061229	32469.1022690162	33286.9101063762	23249.9727320797	34426.0227089622	9753.35905534088	24488.4206225932	28171.1076262706	45455.0519401747	36757.7337588797
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	34660.1058538835	39814.2420655756	30504.178393827	41884.4132756073	71940.070765111	51775.8977707595	54633.4051035768	37005.9429178437	34537.0217569855	54243.7661550117	65234.0216772207	32360.7595068066	39155.1519831128	42079.2759881568	76510.0436946649	39561.0949917335	55141.7220947663	54626.8331687809	37060.8370004629	33103.4363326454	54995.0294669378	55807.6521697024	34502.7266829665	207259.793598869	44536.1513811341	27550.2546307114	48219.0750691341	43477.5928730609	72842.2584788035	53095.8672690822	64020.703559633	27959.8013526521	53639.891242113	40697.4990138786	62586.2604089845	49296.4917289712	50280.2184525239	39936.3055600571	55332.9112719868	78288.3218480417	54529.4390040274	47350.0957607939	46917.7603603515	36721.8859847461	53522.3018610109	14907.8702263359	35228.1873270798	41774.5963664234	64289.6587376791	51572.9799496871
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	24214.2449066186	25453.7463641577	20808.1140841012	31497.9262334915	53486.6026933734	33687.3551172287	34462.5381046807	22539.7840757397	20736.7008494118	38112.6746287748	43408.4454281014	20023.9432143647	24981.7047036417	24786.8578448387	47479.925619273	25336.9559636894	39348.2741033548	35488.6285874749	22958.9444888164	25958.1607978781	34509.8773767496	36559.5262015637	21906.2778314038	158057.30890139	29739.3290273475	17683.8043673268	31809.0424815189	27571.1539277937	57380.8818338887	39251.2089121812	45009.5474140887	18752.1848831339	38199.4037132398	27861.7945291656	43005.0986472883	31009.7467406625	35646.9167062561	27226.9578569815	38960.5022968582	58588.5526534307	38366.3165061229	32469.1022690162	33286.9101063762	23249.9727320797	34426.0227089622	9753.35905534088	24488.4206225932	28171.1076262706	45455.0519401747	36757.7337588797
PWY-5863	superpathway of phylloquinol biosynthesis	29823.2452966192	29474.3724911938	22782.7343316231	31684.7212507239	63538.1378515691	34580.8594706463	39799.4158668155	23131.1298011941	21470.8243775028	40959.6194533597	45389.7822662681	21267.3816333231	29851.0633924759	27661.670758054	56937.2580571988	27562.8805251163	47461.7085832087	42246.554460569	25319.3316336401	23388.2697643991	36578.8853887829	38843.4351750403	23173.5670597363	148391.888083318	34051.952116049	19774.216840587	33917.1607058089	29539.0398750071	66211.3195485009	46755.5472352053	53081.9304108056	20916.8508212183	45179.1052452692	31064.8736372366	42392.0413221518	32337.0418799215	41559.6986197829	30139.0095150099	44759.3519815274	67657.6580476641	44809.760370745	37141.9774637624	36329.683558125	26183.4950012213	37766.4598241534	10017.1456109096	30015.1365983768	32271.6987171859	53772.2172243261	42386.9290782618
PWY-5896	superpathway of menaquinol-10 biosynthesis	33769.041530567	36109.419663524	29223.7835748405	43151.5884949681	67126.5989611968	46981.6735876936	46448.9467560965	32005.26773435	29461.60375254	50877.7760495048	59074.5939682133	28220.7815272796	34570.7066813838	34794.160223631	63242.1298910155	34560.8947232766	48902.1546063442	47049.9967036047	31358.9232452474	34075.8947568713	47747.4956293572	49466.5292182231	30223.8774061169	206438.723963817	41696.3030426173	24935.3405502786	44217.9624049279	38758.6594701799	69988.0692808202	50502.0485789525	60329.6126224121	25604.9683953481	50968.3924509362	38323.5468255387	60126.0402846247	43565.8560645568	48637.8639262604	37935.5598650407	51470.2277482827	75428.8798630911	51577.2773815384	43868.6283467877	45647.7365190473	32794.4841195572	47953.8310089188	13671.0462318599	33276.7888242899	39220.2393961632	60949.3203798618	48787.2120276256
PWY-5897	superpathway of menaquinol-11 biosynthesis	44330.479002539	51057.7277608564	38882.0876749734	52502.9673773237	83201.8777584212	64625.2775140339	65911.4097392873	46657.8914900516	43503.8134259212	65662.723635782	79644.7546341965	40666.4075181235	48938.2056557439	52428.2470298738	90839.7646201092	48233.917329093	62748.0796964556	65199.1928627739	45036.4870760216	39794.3725344324	67762.8073489383	67583.4144810026	42453.0692353913	246760.395360116	56664.301366419	35017.6452121254	60341.0343215214	54762.0375314263	82680.2154927471	62881.7610501174	78448.9013267251	34550.8726043715	65522.9470664121	50816.9515907348	78753.3027978282	61783.8925368065	62767.5624367142	50499.0859323766	66601.8533767355	92900.3433676104	66949.2613090843	58090.1266154562	58602.0928416269	46613.5449594913	66978.4205399714	18731.0571281778	43775.7537129773	52808.1740899196	78856.13730716	62582.3257856073
PWY-5898	superpathway of menaquinol-12 biosynthesis	44330.479002539	51057.7277608564	38882.0876749734	52502.9673773237	83201.8777584212	64625.2775140339	65911.4097392873	46657.8914900516	43503.8134259212	65662.723635782	79644.7546341965	40666.4075181235	48938.2056557439	52428.2470298738	90839.7646201092	48233.917329093	62748.0796964556	65199.1928627739	45036.4870760216	39794.3725344324	67762.8073489383	67583.4144810026	42453.0692353913	246760.395360116	56664.301366419	35017.6452121254	60341.0343215214	54762.0375314263	82680.2154927471	62881.7610501174	78448.9013267251	34550.8726043715	65522.9470664121	50816.9515907348	78753.3027978282	61783.8925368065	62767.5624367142	50499.0859323766	66601.8533767355	92900.3433676104	66949.2613090843	58090.1266154562	58602.0928416269	46613.5449594913	66978.4205399714	18731.0571281778	43775.7537129773	52808.1740899196	78856.13730716	62582.3257856073
PWY-5899	superpathway of menaquinol-13 biosynthesis	44330.479002539	51057.7277608564	38882.0876749734	52502.9673773237	83201.8777584212	64625.2775140339	65911.4097392873	46657.8914900516	43503.8134259212	65662.723635782	79644.7546341965	40666.4075181235	48938.2056557439	52428.2470298738	90839.7646201092	48233.917329093	62748.0796964556	65199.1928627739	45036.4870760216	39794.3725344324	67762.8073489383	67583.4144810026	42453.0692353913	246760.395360116	56664.301366419	35017.6452121254	60341.0343215214	54762.0375314263	82680.2154927471	62881.7610501174	78448.9013267251	34550.8726043715	65522.9470664121	50816.9515907348	78753.3027978282	61783.8925368065	62767.5624367142	50499.0859323766	66601.8533767355	92900.3433676104	66949.2613090843	58090.1266154562	58602.0928416269	46613.5449594913	66978.4205399714	18731.0571281778	43775.7537129773	52808.1740899196	78856.13730716	62582.3257856073
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	29721.7818885606	28284.1155238761	18288.2342688896	24664.9692223713	56723.185141817	34634.5711213095	36685.3801837844	26295.5087516203	23506.9566365802	38945.8100730781	46208.9634009725	21317.9956293123	28399.1736482812	25554.2069344657	27658.0050355226	28413.980484558	38604.6854118231	34600.6950516444	23409.573751877	20540.9688440259	39937.534068546	39347.4613342309	24126.4476129057	110589.361328181	31487.3747318952	18536.2414100288	32313.1992040788	29047.701361861	60488.5733433898	42536.3878485036	50835.7027715892	18131.6625131487	41408.3248761513	28274.6215600424	34674.0275785462	33882.2148893923	34367.8913367989	25421.5542834369	40370.923008494	57866.582665001	38700.8634647062	34038.8109948298	32564.667187218	23488.1621600135	34956.6760504655	10146.9381506058	27607.0541845277	28602.0186980943	48402.6724398781	38616.6672903459
PWY-5913	TCA cycle VI (obligate autotrophs)	113399.947718579	101804.886718343	82214.5314296402	65713.6625791556	116740.128340612	82222.8910509899	74069.6857470992	59252.290724068	56573.8441038692	85581.5255869001	97869.0068682553	51743.2727193885	72121.4144757402	62331.7267200307	104624.990213144	58758.1019192766	76522.2690362554	74590.0673711898	51859.4084879961	53414.6520471857	83475.4345787133	84892.4013898056	52796.7738697646	267166.401311108	121169.331120467	56075.4944514692	79058.4852050712	69992.0160918407	115090.903220522	90410.6444017864	112704.274701865	46666.946673989	99384.610435656	81731.825854863	140054.957248729	91318.0116581724	98341.1083323488	74891.3242231471	90293.0151468466	132379.355020195	93578.2996070551	78614.6942132323	100094.575109989	66823.2903270319	87972.1505991283	23109.6961316114	67426.5656995544	85293.98440952	107110.13660665	82420.2312627498
PWY-5918	superpathay of heme biosynthesis from glutamate	121343.684784425	120768.405295185	92559.5728244924	78186.9492137	98025.2296071006	84069.2844260208	60455.7154894814	66554.9105804791	65372.8051698773	80807.9821021207	83295.5706699408	62188.8840726225	72723.8791112275	70752.1222326606	108454.507183365	45878.284410565	54123.8200681692	61060.2912754966	44442.434522367	39454.6830473207	70933.0199181791	61227.5289367899	50394.7958764818	286202.929409801	134858.185951332	68805.8624660893	78138.3887619754	75335.4629702946	103519.99103612	87151.7091407922	114960.475588744	43382.7901788438	103485.760412272	90796.1715029873	165077.885815117	103037.122896022	114898.416907369	93897.3525599559	79521.1784001583	123081.170001809	94131.2014065149	82417.469652394	112033.206854133	87812.9990871914	98617.6165483436	26211.4430347669	76229.8598065277	103391.841244303	104060.873823196	70428.4469353483
PWY-5920	superpathway of heme biosynthesis from glycine	66101.6978053768	82418.8109903912	54354.8528263751	51602.5352747743	56954.0106642734	52190.3839320807	40506.4039051745	34238.3141326345	34898.5437853199	51792.5689203462	58150.8616729271	35509.5873105802	52499.1891737085	46806.6451382793	53959.0443995068	31551.8361678777	39702.6386253281	44180.8626607155	29295.325789148	23173.1518792317	45453.9382051187	42448.1408747642	36070.6270964241	135251.014597467	83762.6476322392	47650.2996239928	53393.0106931117	53778.7074784311	54923.5568059312	47857.6313067425	65088.2646648572	30304.947645362	61894.4436730143	51990.5695032099	90835.4923038174	57995.1450717237	72108.006930626	63853.9672109995	54208.4612741963	76508.7193759098	65514.0742483659	55533.7888231743	72443.8864573489	59677.8890473931	70609.1208802073	16601.3454149089	50272.4944950144	67901.6048887912	70518.131773328	47339.0777071905
PWY-5941	glycogen degradation II (eukaryotic)	432.710010038258	596.078316281001	321.15557385905	323.235143210362	754.288600052121	335.326596781218	436.435700062669	267.460874026925	325.160823655689	349.105896435262	474.671489714484	237.505602849394	323.157999182692	329.16367727544	371.158957785906	281.209014331752	489.638021536969	491.919441443084	304.920787057606	644.412448009566	444.703592270511	510.074449728076	241.387707170562	1152.74653889266	419.002543710916	259.395354889267	249.606680604733	209.708051106862	773.994954312876	509.905788899631	494.584225751308	283.05228767984	516.203701580871	341.077850069733	655.898317926215	621.413174552308	393.030418611131	658.915689999657	724.095513749577	770.793418017663	569.942082950156	349.07725851693	418.893152410967	777.625154070753	659.470679654015	139.611595000676	446.22624899162	1781.28867939406	1371.48658177493	613.136924868793
PWY-5971	palmitate biosynthesis II (bacteria and plants)	133671.903687597	137398.264136212	105338.139267268	101683.645602148	155792.439490047	100733.866266998	81488.6765541899	62428.8372081571	58280.2917112416	111509.890941546	115900.609202686	56984.2706231242	95857.7120465308	84257.027250318	158379.836014776	64523.9858028148	92470.2019609584	88033.2816650849	57038.5440308385	58759.1771574466	87642.4872424	89922.7983446927	62062.6867254107	433485.704379336	139155.979668767	76658.4758340304	91751.2295144991	87401.2513727682	165011.959737004	120682.821386833	156758.286298935	55698.7509989591	133661.759267553	111264.497117855	199396.492603287	140792.344762036	141261.840631273	117763.074692285	116395.287565864	186740.188496376	128372.502980803	111266.331554029	143674.465616538	103109.078053714	124001.009369359	28886.8745716717	97322.1407509552	127300.489911416	148653.109552287	103813.365357225
PWY-5973	cis-vaccenate biosynthesis	214789.416849381	247649.579634289	179824.690782335	182588.913761516	217131.537942636	210402.1861946	161278.22084585	169063.786907908	160767.092196475	183905.195559442	220936.120948375	142975.986244075	170815.203441996	176307.452125988	236177.497357305	131020.200899183	142069.145038905	159737.183899468	118733.822944716	88816.1181127445	194786.350121802	174471.191689508	132078.926850356	652501.357287708	256964.852929502	145722.258465761	203759.194965481	198116.789313381	221618.431579507	178324.780858811	242006.717930122	103395.548072273	210618.84692581	181313.161341868	327460.215431121	230041.069997862	238698.482830285	211503.973172053	184126.892843847	274590.487927903	214058.278578051	183520.22867843	232164.273952984	201159.887680197	241840.691887935	65628.2083000279	162241.878103583	218917.150136911	242101.174899781	174331.371360782
